physician_id,physician_efficiency,metro_area,physician_working_specialty,physician_gender,physician_credential,physician_med_school,physician_graduation_year,bump_feature,engineered_feature_1,engineered_feature_2,engineered_feature_3,medicare_engineered_1,medicare_engineered_2,medicare_engineered_3,medicare_enginerred_4,medicare_engineered_5,medicare_engineered_6,num_medicare_patients,medicare_patient_hcc_risk_score
64,1.15,Chicago,Radiology,M,UNKNOWN,UNIVERSITY OF PENNSYLVANIA SCHOOL OF MEDICINE,2011,6979,1.079,1.054,5.3,4,4,0,3,0,5,3221,2.161
3561,1.15,Chicago,Internal Medicine,M,UNKNOWN,OTHER,2011,7010,1.139,1.154,9.7,2.333,2,3,0,1,3,66,1.932
9617,1.15,Chicago,Internal Medicine,M,UNKNOWN,OTHER,2015,7083,0.975,1.018,10.7,5,5,0,0,5,0,0,0.834
982,1.15,Chicago,Family Practice,M,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2016,6990,1.121,1.015,6,1.75,2,3,1,1,2,149,1.634
1575,1.15,Dallas,OB/GYN,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2016,6995,1.132,1.132,16.9,1.75,2,1,2,2,2,48,0.842
6377,1.15,Chicago,Neurology,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",2016,7049,1.204,1.042,4.1,2.5,3,4,1,1,4,100,1.616
8255,1.15,Dallas,Family Practice,F,UNKNOWN,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,2016,7067,1.012,1.02,7.2,1.75,2,1,1,3,2,181,1.328
767,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,6987,1.081,1.08,14.8,2.25,2,2,3,2,2,983,1.942
3762,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7017,0.995,0.609,9.8,2,2,1,1,5,1,470,1.847
3873,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7022,1.099,0.964,14.5,1.333,1,1,0,1,2,354,2.521
4112,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7027,1.089,1.089,11.2,4.333,4,4,0,4,5,990,2.667
4397,1.15,Chicago,Internal Medicine,U,UNKNOWN,UNKNOWN,,7029,1.067,0.982,3.6,2.25,2,4,1,3,1,575,1.042
5541,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7042,1.101,1.154,16.3,2,2,1,0,0,3,398,2.339
7751,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7060,1.1,1.154,17.4,2,2,2,0,0,2,466,1.997
8291,1.15,Chicago,Internal Medicine,U,UNKNOWN,UNKNOWN,,7068,1.005,1.142,3.9,4,4,0,0,3,5,0,0
8356,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7069,1.097,0.967,11.7,2,2,3,1,0,2,621,2.078
8704,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7073,1.099,0.964,9.2,3.667,4,3,0,4,4,558,2.059
9261,1.15,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7080,0.9,0.9,15.9,3.5,4,4,4,2,4,531,1.945
5856,1.16,Chicago,Dermatology,M,MD,OTHER,1965,7143,0.886,0.865,11.4,3.25,3,5,2,3,3,613,1.106
137,1.16,Chicago,General Surgery,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1969,7087,1.03,0.964,6.9,1,1,1,0,0,1,68,1.025
1162,1.16,Chicago,Ophthalmology,M,UNKNOWN,TULANE UNIVERSITY SCHOOL OF MEDICINE,1975,7098,1.302,1.13,12.4,3.5,4,3,3,4,4,408,1.25
4061,1.16,Dallas,Urology,F,UNKNOWN,OTHER,1980,7114,0.93,0.966,8.5,2.75,3,3,5,1,2,532,1.068
4493,1.16,Dallas,OB/GYN,F,UNKNOWN,CREIGHTON UNIVERSITY SCHOOL OF MEDICINE,1981,7121,1.009,1.009,6.9,4,4,4,5,3,4,162,0.745
4065,1.16,Chicago,Internal Medicine,F,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1983,7115,0.764,1.177,7.8,3.25,3,4,1,5,3,164,2.163
8146,1.16,Dallas,Cardiovascular - Non-interventional,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,1983,7171,0.952,1.086,16.2,2.25,2,2,1,5,1,1709,1.59
338,1.16,Chicago,Radiology,F,UNKNOWN,NORTHEASTERN OHIO UNIVERSITIES COLLEGE OF MEDICINE,1985,7089,0.883,0.883,9,2,2,1,4,0,1,1363,1.076
4656,1.16,Dallas,Internal Medicine,M,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1985,7124,1.095,1.086,10.9,2.75,3,4,1,5,1,296,2.131
6220,1.16,Chicago,Radiology,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1988,7150,1.166,1.162,5.6,1.5,2,0,2,0,1,3375,1.681
4686,1.16,Dallas,Gastroenterology,M,UNKNOWN,OTHER,1989,7126,0.944,0.941,8.5,3.5,4,5,2,4,3,697,1.34
8658,1.16,Chicago,Family Practice,M,MD,MEDICAL COLLEGE OF OHIO,1989,7176,1.049,0.933,5.4,3,3,3,3,3,3,424,1.72
966,1.16,Chicago,Neurological Surgery,F,UNKNOWN,OTHER,1990,7095,1.328,1.413,8.7,3.75,4,2,5,4,4,184,1.594
6347,1.16,Dallas,Dermatology,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1992,7152,1.484,1.213,10.5,3.5,4,3,1,5,5,428,1.261
4956,1.16,Dallas,Oncology,F,MD,OTHER,1993,7130,0.84,0.917,6.2,2,2,1,3,3,1,206,1.914
464,1.16,Chicago,Internal Medicine,F,MD,YALE UNIVERSITY SCHOOL OF MEDICINE,1994,7092,1.549,0.965,10,1,1,1,0,1,1,122,2.568
2459,1.16,Chicago,Internal Medicine,F,UNKNOWN,CHICAGO COLLEGE OF MEDICINE AND SURGERY,1994,7105,1.2,1.2,13.8,2.75,3,1,3,2,5,1088,1.201
3337,1.16,Chicago,Plastic Surgery,F,UNKNOWN,OTHER,1994,7109,1.264,1.188,9.3,3.5,4,4,4,1,5,297,1.589
7162,1.16,Dallas,Cardiovascular - Interventional,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1994,7157,1.068,1.131,13.8,3.5,4,3,2,5,4,714,1.779
9985,1.16,Chicago,Thoracic Cardiovascular Surgery,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1994,7190,1.171,1.255,17.1,3.75,4,4,5,4,2,86,1.279
165,1.16,Chicago,Internal Medicine,F,UNKNOWN,INDIANA UNIVERSITY SCHOOL OF MEDICINE,1995,7088,0.966,1.053,10.5,1.5,2,1,1,3,1,152,1.826
5319,1.16,Chicago,Internal Medicine,F,MD,OTHER,1995,7136,1.134,1.15,7.4,2.5,3,1,3,3,3,186,1.129
4226,1.16,Chicago,Internal Medicine,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1996,7118,1.306,1.254,2.9,3.25,3,5,5,2,1,458,0.953
5813,1.16,Dallas,Oncology,F,MD,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,1997,7142,1.029,1.13,18.1,1.25,1,1,2,1,1,778,1.766
7659,1.16,Dallas,Rheumatology,M,MD,OTHER,1997,7164,1.134,1.134,7.8,4,4,5,5,2,4,233,1.116
7433,1.16,Chicago,Internal Medicine,F,UNKNOWN,OTHER,1998,7160,1.255,1.176,8.3,4.25,4,5,3,4,5,1433,1.16
1935,1.16,Dallas,Internal Medicine,M,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2000,7100,1.03,0.98,4.9,3.5,4,1,4,5,4,96,0.963
5279,1.16,Chicago,Facial Surgery and Otolaryngology,M,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,2000,7134,1.125,0.897,15,2.75,3,4,5,1,1,366,0.947
6259,1.16,Dallas,General Surgery,M,MD,OTHER,2000,7151,1.222,1.23,7,1.5,2,2,1,1,2,161,1.492
8077,1.16,Chicago,Radiology,M,MD,OTHER,2000,7170,1.123,1.154,18.2,4,4,0,5,0,3,998,1.219
9135,1.16,Dallas,Family Practice,F,MD,OTHER,2000,7180,1.1,1.075,14.8,3,3,5,4,1,2,210,1.136
3846,1.16,Chicago,OB/GYN,M,MD,OTHER,2001,7113,1.256,1.256,18.2,1.5,2,3,1,1,1,83,0.842
4303,1.16,Dallas,Oncology,M,MD,OTHER,2001,7120,0.955,0.969,9.7,4,4,3,4,5,4,388,2.195
6387,1.16,Chicago,Hand Surgery,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2001,7153,1.084,1.254,16.4,4,4,4,3,4,5,212,1.059
9364,1.16,Chicago,Radiology,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2001,7183,1.097,1.131,6.2,4,4,0,5,0,3,1758,1.354
3185,1.16,Chicago,Radiation Oncology,M,UNKNOWN,HARVARD MEDICAL SCHOOL,2002,7108,1.13,1.154,16.2,2,2,1,4,0,1,160,1.727
5999,1.16,Chicago,Radiology,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2002,7146,1.243,1.248,13,3.5,4,0,4,0,3,4273,1.434
6173,1.16,Dallas,Dermatology,F,MD,OTHER,2002,7149,1.015,1.015,16.4,3.5,4,5,3,3,3,1261,0.824
4914,1.16,Chicago,General Surgery,F,MD,"UNIVERSITY OF CALIFORNIA, UCLA SCHOOL OF MEDICINE",2003,7129,1.207,1.154,13.3,3.333,3,4,1,0,5,343,2.744
6044,1.16,Chicago,Internal Medicine,F,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,2003,7148,1.245,1.119,4.1,2.5,3,1,1,4,4,307,0.91
7072,1.16,Chicago,Cardiovascular - Non-interventional,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2003,7156,1.503,1.054,12.1,3.5,4,1,3,5,5,1281,2.091
7962,1.16,Chicago,Family Practice,F,UNKNOWN,OTHER,2003,7167,1.14,1.208,4.5,2.5,3,4,1,3,2,158,1.495
2048,1.16,Dallas,Family Practice,F,UNKNOWN,OTHER,2004,7101,1.092,1.086,11.2,1.75,2,3,1,1,2,52,0.93
367,1.16,Chicago,Neurology,M,MD,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,2005,7090,1.13,1.154,13.7,2,2,1,2,1,4,96,2.156
1500,1.16,Dallas,Surgical Oncology,M,MD,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2005,7099,1.041,0.969,11.1,3.25,3,3,5,2,3,249,1.549
2601,1.16,Dallas,OB/GYN,M,MD,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,2005,7107,1.135,1.135,4.8,2,2,3,0,0,1,24,0.937
5411,1.16,Chicago,Allergy-Immunology,M,MD,MOUNT SINAI SCHOOL OF MEDICINE OF CITY UNIVERSITY OF NEW YORK,2005,7138,1.038,1.038,11.3,3.25,3,4,3,1,5,539,0.93
7363,1.16,Chicago,Allergy-Immunology,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2005,7159,0.974,0.974,14.6,3,3,2,2,4,4,132,0.823
7934,1.16,Dallas,General Surgery,F,UNKNOWN,TEXAS A & M UNIVERSITY COLLEGE OF MEDICINE,2005,7166,1.114,1.019,3.9,3.75,4,4,5,3,3,139,1.034
990,1.16,Chicago,Plastic Surgery,F,UNKNOWN,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,2006,7096,1.081,1.355,9.4,3,3,2,0,0,4,59,1.941
3408,1.16,Dallas,General Surgery,M,MD,OTHER,2006,7112,0.832,0.832,13.9,4.25,4,5,3,5,4,162,1.353
5297,1.16,Dallas,Family Practice,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2006,7135,1.092,1.086,16.7,2.75,3,3,1,4,3,246,0.918
9322,1.16,Chicago,Urology,M,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2006,7182,2.05,1.88,10.6,3.75,4,5,1,4,5,753,1.625
2488,1.16,Dallas,Ophthal - Retinal,M,MD,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2007,7106,1.062,1.062,6.7,2.75,3,2,4,4,1,1433,1.491
4095,1.16,Dallas,Dermatology,F,MD,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,2007,7117,1.243,1.243,9.7,3.25,3,2,3,5,3,328,1.039
7606,1.16,Chicago,Nephrology,M,UNKNOWN,OTHER,2007,7163,0.81,1.154,7.5,4,4,5,3,4,4,464,3.872
3365,1.16,Chicago,Urology,M,UNKNOWN,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",2008,7110,1.963,1.665,14.4,3.5,4,3,4,2,5,974,1.619
5377,1.16,Dallas,General Surgery,F,UNKNOWN,UNIVERSITY OF FLORIDA COLLEGE OF MEDICINE,2009,7137,1.05,1.086,4.7,3.333,3,5,3,0,2,91,1.152
6944,1.16,Chicago,Internal Medicine,M,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2009,7155,0.866,0.964,5,2.5,3,1,2,2,5,446,1.142
7859,1.16,Chicago,General Surgery,F,UNKNOWN,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",2009,7165,1.104,1.354,5.8,2.5,3,1,2,2,5,1961,2.721
8570,1.16,Dallas,Hospital Based Physician,M,UNKNOWN,BAYLOR COLLEGE OF MEDICINE,2009,7174,0.962,1.087,13.5,1.5,2,1,1,3,1,542,2.463
8223,1.16,Dallas,General Surgery,M,UNKNOWN,INDIANA UNIVERSITY SCHOOL OF MEDICINE,2010,7172,1.202,1.208,11.6,1.333,1,1,0,1,2,92,1.765
9560,1.16,Chicago,Nephrology,M,DO,OTHER,2010,7185,1.063,1.123,9.3,3.5,4,4,5,1,4,602,5.111
9628,1.16,Dallas,Cardiovascular - Interventional,M,UNKNOWN,OTHER,2010,7186,1.008,1.086,8.3,2.25,2,3,3,1,2,634,1.951
2140,1.16,Chicago,Emergency Medicine,F,UNKNOWN,UNIVERSITY OF PITTSBURGH SCHOOL OF MEDICINE,2011,7104,1.213,1.119,8.6,1.333,1,1,0,1,2,428,1.915
8063,1.16,Dallas,OB/GYN,F,UNKNOWN,OTHER,2011,7169,0.838,0.838,4.1,2.333,2,1,2,0,4,23,0.793
9427,1.16,Dallas,Endocrinology,M,UNKNOWN,NEW YORK MEDICAL COLLEGE,2011,7184,1.178,1.086,7.8,1.5,2,2,1,1,2,254,1.397
3395,1.16,Chicago,Cardiovascular - Interventional,F,UNKNOWN,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,2012,7111,1.019,0.964,9.3,4,4,5,5,1,5,248,2.302
8733,1.16,Chicago,Family Practice,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2013,7177,1.238,1.279,17.6,2.5,3,1,3,5,1,101,0.867
1048,1.16,Chicago,Orthopedic Surgery,M,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,2014,7097,1.173,1.119,15.5,2,2,3,0,0,1,24,1.563
4718,1.16,Chicago,Facial Surgery and Otolaryngology,F,UNKNOWN,OTHER,2014,7127,1.05,1.05,3.3,2.667,3,2,3,0,3,152,1.197
4739,1.16,Chicago,Gastroenterology,M,UNKNOWN,JEFFERSON MEDICAL COLLEGE OF THOMAS JEFFERSON UNIVERSITY,2014,7128,1.195,0.941,13.3,3.5,4,5,3,3,3,359,1.393
9141,1.16,Chicago,OB/GYN,F,UNKNOWN,MEDICAL COLLEGE OF WISCONSIN,2014,7181,1.217,1.054,8.8,2.333,2,3,0,2,2,44,0.919
8047,1.16,Chicago,Neurology,M,UNKNOWN,OTHER,2015,7168,0.723,0.723,10.1,2.25,2,4,1,1,3,134,1.699
6019,1.16,Chicago,Internal Medicine,F,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,2017,7147,1.139,1.154,15.3,3,3,5,0,3,1,48,2.44
5876,1.16,Dallas,Family Practice,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2018,7144,0.963,1.072,13.7,1,1,0,0,1,0,0,0
415,1.16,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7091,1.054,1.193,16.6,4,4,4,5,4,3,751,1.76
665,1.16,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7093,1.005,1.046,10.3,1.667,2,2,1,0,2,605,1.674
4600,1.16,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7123,1.215,1.119,3,2.5,3,3,1,3,3,971,1.799
5495,1.16,Chicago,OB/GYN,U,UNKNOWN,UNKNOWN,,7140,1.194,1.194,4.7,3,3,4,0,2,3,186,0.8
6875,1.16,Chicago,Family Practice,U,UNKNOWN,UNKNOWN,,7154,1.219,1.119,18,1.75,2,1,1,3,2,159,1.04
7503,1.16,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7162,1.099,0.964,11.2,3,3,4,0,0,2,353,1.956
8650,1.16,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,7175,0.966,0.966,11.4,3.25,3,1,4,3,5,759,2.458
9679,1.16,Chicago,Family Practice,U,UNKNOWN,UNKNOWN,,7187,1.22,1.119,3.8,2,2,1,1,2,4,143,1.412
3808,1.17,Chicago,Pathology,F,MD,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",1979,7226,1.067,1.119,2.6,2.333,2,2,4,0,1,1056,1.146
4209,1.17,Chicago,Psychiatry,F,MD,OTHER,1981,7233,0.693,0.67,3.9,3.5,4,3,3,4,4,147,1.192
1859,1.17,Chicago,Family Practice,F,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1982,7211,1.161,1.129,15.9,3,3,4,5,2,1,158,0.749
8087,1.17,Chicago,Emergency Medicine,F,MD,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1983,7270,1.152,1.139,13.2,2,2,1,0,0,3,549,1.723
9608,1.17,Chicago,Family Practice,F,DO,CHICAGO COLLEGE OF OSTEOPATHY,1983,7284,0.991,0.991,17,3.5,4,5,2,4,3,116,0.802
9085,1.17,Chicago,Gastroenterology,F,UNKNOWN,CHICAGO COLLEGE OF MEDICINE AND SURGERY,1984,7280,1.11,1.06,2.8,2.75,3,3,3,1,4,829,1.879
1102,1.17,Chicago,Psychiatry,F,MD,OTHER,1985,7202,1.178,1.122,9.1,3.333,3,4,0,4,2,120,1.192
2752,1.17,Chicago,Hand Surgery,F,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1986,7218,1.003,1.086,15.1,3.25,3,5,4,1,3,223,0.915
3016,1.17,Chicago,Internal Medicine,F,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1986,7222,1.141,1.152,16.3,3.75,4,4,2,5,4,355,1.934
5878,1.17,Chicago,Radiology,M,MD,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,1986,7250,1.791,0.935,9.2,3,3,4,2,2,4,540,2.753
8906,1.17,Chicago,OB/GYN,M,UNKNOWN,OTHER,1986,7278,1.301,1.15,10.2,3.5,4,4,1,4,5,61,0.959
4236,1.17,Chicago,Family Practice,F,UNKNOWN,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1988,7234,1.083,1.046,15.1,2,2,2,2,1,3,288,1.025
7161,1.17,Chicago,Cardiovascular - Non-interventional,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1989,7262,1.519,1.054,5.3,3.25,3,4,4,3,2,1445,2.007
106,1.17,Chicago,Neurological Surgery,M,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1990,7192,1.086,1.086,9.5,3.75,4,5,2,5,3,366,1.447
3897,1.17,Chicago,Gastroenterology,M,MD,OTHER,1990,7227,1.112,1.063,5.3,2,2,2,3,1,2,482,1.657
6068,1.17,Chicago,Internal Medicine,M,UNKNOWN,MOUNT SINAI SCHOOL OF MEDICINE OF CITY UNIVERSITY OF NEW YORK,1991,7251,1.129,1.152,16.8,3,3,3,4,1,4,265,0.766
2853,1.17,Chicago,General Surgery,M,MD,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1992,7219,1.263,1.255,3.8,1.75,2,2,1,1,3,212,1.503
5650,1.17,Chicago,Thoracic Cardiovascular Surgery,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1992,7247,0.813,0.985,14.2,3,3,3,1,5,3,221,2.208
207,1.17,Dallas,Allergy-Immunology,F,UNKNOWN,OTHER,1994,7193,1.246,1.114,10.4,3.25,3,3,2,4,4,142,0.742
2368,1.17,Chicago,Gastroenterology,F,DO,CHICAGO COLLEGE OF OSTEOPATHIC MEDICINE,1995,7215,0.962,0.886,4,3.75,4,4,3,5,3,992,2.14
1554,1.17,Chicago,Family Practice,F,UNKNOWN,OTHER,1996,7208,0.919,0.967,10.2,2.75,3,5,1,2,3,483,1.086
1602,1.17,Chicago,Urology,M,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1996,7209,1.767,1.702,5.6,3.25,3,2,4,4,3,1016,1.262
5618,1.17,Chicago,Neurology,M,MD,OTHER,1996,7246,1.126,1.154,14.9,3.75,4,5,2,4,4,447,1.28
4272,1.17,Chicago,Ortho - Total Knee/Hip,M,UNKNOWN,OTHER,1997,7235,0.92,0.994,4.8,2.5,3,4,1,1,4,455,1.355
4647,1.17,Chicago,Internal Medicine,F,UNKNOWN,OTHER,1997,7236,1.652,1.652,8.7,4.25,4,5,4,3,5,453,1.289
2319,1.17,Chicago,Radiology,M,MD,UNIVERSITY OF PITTSBURGH SCHOOL OF MEDICINE,1998,7214,0.9,0.9,11.1,2.5,3,0,3,0,2,2825,1.693
5591,1.17,Chicago,Clinical Psychology,F,CP,OTHER,1999,7245,1.263,1.263,13.8,3,3,5,0,0,1,24,1.07
9555,1.17,Chicago,Gastroenterology,F,MD,OTHER,1999,7283,1.121,1.121,15.4,2,2,4,1,1,2,1202,1.71
2437,1.17,Chicago,Allergy-Immunology,F,MD,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,2000,7216,1.108,1.154,4.3,3,3,4,2,3,3,198,1.164
7301,1.17,Dallas,Internal Medicine,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,2002,7263,1.064,0.985,4.4,3.25,3,2,5,3,3,208,1.068
5385,1.17,Dallas,Internal Medicine,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2003,7241,1.044,1.053,16.8,4.25,4,4,5,5,3,181,0.878
327,1.17,Dallas,Rheumatology,M,MD,OTHER,2004,7194,1.27,1.167,4.6,2.75,3,2,4,4,1,277,1.181
4724,1.17,Chicago,Facial Surgery and Otolaryngology,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",2004,7237,1.03,1.03,4.5,3.5,4,2,4,5,3,609,1.051
641,1.17,Dallas,Internal Medicine,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,2005,7196,1.094,1.086,4.3,4,4,5,3,3,5,271,1.19
1522,1.17,Dallas,Family Practice,M,MD,BAYLOR COLLEGE OF MEDICINE,2005,7207,1.092,1.086,10.8,3.75,4,5,4,4,2,137,0.966
3691,1.17,Chicago,Nephrology,M,MD,OTHER,2005,7224,1.126,1.138,3.7,2,2,1,5,1,1,548,8.165
6597,1.17,Chicago,Internal Medicine,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2005,7255,0.985,0.985,14.9,4,4,3,5,4,4,544,1.625
8287,1.17,Chicago,Family Practice,F,MD,OTHER,2005,7272,1.215,1.173,2.4,1.25,1,1,1,2,1,176,1.096
2638,1.17,Chicago,Ophthal - Cataract,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2006,7217,2.17,1.35,10.2,2.75,3,3,1,2,5,994,1.448
8162,1.17,Chicago,Radiology,M,MD,MICHIGAN STATE UNIVERSITY COLLEGE OF HUMAN MEDICINE,2006,7271,1.125,1.154,9.7,3,3,2,3,0,4,304,3.461
9981,1.17,Chicago,Gastroenterology,M,DO,UNIVERSITY OF OSTEOPATHIC MEDICINE AND HEALTH SCIENCES,2006,7286,1.061,1.061,13.2,3.75,4,4,5,3,3,588,1.691
7712,1.17,Dallas,Internal Medicine,F,UNKNOWN,OTHER,2007,7266,1.047,1.086,9.9,3,3,4,5,2,1,191,1.217
6711,1.17,Dallas,Ortho - Total Knee/Hip,M,MD,UNIVERSITY OF ARKANSAS COLLEGE OF MEDICINE,2008,7258,0.961,1.037,14.6,2,2,2,2,3,1,112,1.416
6948,1.17,Dallas,Dermatology,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,2008,7260,2.275,1.183,3.3,2.25,2,2,1,5,1,59,0.811
7451,1.17,Chicago,Pain Management,M,MD,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2008,7265,1.128,1.128,18.1,2.75,3,3,2,3,3,265,1.541
5303,1.17,Chicago,Neurology,M,UNKNOWN,YALE UNIVERSITY SCHOOL OF MEDICINE,2009,7239,1.12,1.119,7.8,4,4,5,0,3,4,478,1.553
7788,1.17,Dallas,Family Practice,F,MD,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT HOUSTON,2009,7269,1.167,1.167,4.7,4.75,5,4,5,5,5,1003,1.095
2010,1.17,Chicago,Radiology,M,UNKNOWN,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,2010,7212,1.002,1.091,13.2,2.5,3,0,3,0,2,2927,1.506
5394,1.17,Chicago,Radiology,M,UNKNOWN,CHICAGO COLLEGE OF OSTEOPATHY,2010,7243,1.091,1.091,10.2,2.667,3,2,5,0,1,2296,1.455
6613,1.17,Chicago,Endocrinology,M,UNKNOWN,OTHER,2010,7256,0.767,0.954,8.2,3.75,4,3,5,2,5,424,1.489
8823,1.17,Dallas,Family Practice,F,MD,OTHER,2010,7277,1.092,1.086,11.6,2.5,3,3,4,2,1,283,0.861
884,1.17,Dallas,Urology,M,UNKNOWN,OTHER,2012,7197,0.933,0.966,11.5,2.25,2,2,4,1,2,457,1.224
2150,1.17,Dallas,Cardiovascular - Non-interventional,F,UNKNOWN,BAYLOR COLLEGE OF MEDICINE,2012,7213,1.042,1.086,10.2,3.25,3,4,4,2,3,507,2.004
9035,1.17,Chicago,Internal Medicine,F,UNKNOWN,CHICAGO COLLEGE OF OSTEOPATHIC MEDICINE,2012,7279,1.332,1.13,15.2,3,3,1,1,5,5,212,4.273
